,date_recorded,time_recorded,humidity_indoor,temperature_indoor
0,01/05/2019,02:00:23,43.1,25.5
1,01/05/2019,02:15:24,43.1,25.5
2,01/05/2019,02:30:25,43.0,25.5
3,01/05/2019,02:45:23,43.0,25.5
4,01/05/2019,03:00:24,42.9,25.5
5,01/05/2019,03:15:24,42.9,25.5
6,01/05/2019,03:30:23,42.8,25.5
7,01/05/2019,03:45:24,42.7,25.4
8,01/05/2019,04:00:24,42.7,25.4
9,01/05/2019,04:15:24,42.6,25.4
10,01/05/2019,04:30:24,42.5,25.4
11,01/05/2019,04:45:24,42.5,25.4
12,01/05/2019,05:00:23,42.4,25.3
13,01/05/2019,05:15:24,42.4,25.3
14,01/05/2019,05:30:24,42.3,25.3
15,01/05/2019,05:45:24,42.2,25.3
16,01/05/2019,06:00:26,42.2,25.3
17,01/05/2019,06:15:24,42.1,25.2
18,01/05/2019,06:30:23,42.1,25.2
19,01/05/2019,06:45:24,42.1,25.2
20,01/05/2019,07:00:24,42.0,25.2
21,01/05/2019,07:15:23,42.0,25.2
22,01/05/2019,07:30:24,42.0,25.1
23,01/05/2019,07:45:23,42.0,25.1
24,01/05/2019,08:00:23,41.9,25.1
25,01/05/2019,08:15:24,41.9,25.1
26,01/05/2019,08:30:23,41.9,25.1
27,01/05/2019,08:45:24,41.9,25.1
28,01/05/2019,09:00:22,41.8,25.2
29,01/05/2019,09:15:23,41.8,25.2
30,01/05/2019,09:30:24,41.8,25.2
31,01/05/2019,09:45:23,41.8,25.2
32,01/05/2019,10:00:24,41.7,25.3
33,01/05/2019,10:15:24,41.7,25.3
34,01/05/2019,10:30:24,41.8,25.4
35,01/05/2019,10:45:24,41.8,25.4
36,01/05/2019,11:15:25,41.9,25.5
37,01/05/2019,11:30:29,42.0,25.5
38,01/05/2019,11:45:24,42.0,25.6
39,01/05/2019,12:00:24,41.9,25.6
40,01/05/2019,12:15:23,41.8,25.6
41,01/05/2019,12:30:24,41.7,25.7
42,01/05/2019,12:45:23,41.6,25.7
43,01/05/2019,13:00:24,41.6,25.7
44,01/05/2019,13:15:24,41.6,25.8
45,01/05/2019,13:30:23,41.5,25.8
46,01/05/2019,13:45:23,41.4,25.8
47,01/05/2019,14:00:21,41.2,25.8
48,01/05/2019,14:15:24,40.9,25.8
49,01/05/2019,14:30:23,40.9,25.8
50,01/05/2019,14:45:22,40.8,25.8
51,01/05/2019,15:00:23,40.5,25.8
52,01/05/2019,15:15:23,40.6,25.8
53,01/05/2019,15:30:21,40.6,25.8
54,01/05/2019,15:45:24,40.7,25.8
55,01/05/2019,16:00:21,40.6,25.8
56,01/05/2019,16:15:24,40.7,25.8
57,01/05/2019,16:30:22,40.6,25.7
58,01/05/2019,16:45:24,40.6,25.7
59,01/05/2019,17:00:22,40.6,25.7
60,01/05/2019,17:15:25,40.5,25.7
61,01/05/2019,17:30:21,40.4,25.7
62,01/05/2019,17:45:24,40.3,25.7
63,01/05/2019,18:00:22,40.0,25.7
64,01/05/2019,18:15:24,39.3,25.7
65,01/05/2019,18:30:23,39.2,25.8
66,01/05/2019,18:45:24,39.0,25.8
67,01/05/2019,19:00:24,38.9,25.9
68,01/05/2019,19:15:24,38.7,26.0
69,01/05/2019,19:30:23,38.8,26.1
70,01/05/2019,19:45:24,38.7,26.0
71,01/05/2019,20:00:24,39.0,25.9
72,01/05/2019,20:15:23,39.1,25.9
73,01/05/2019,20:45:24,39.3,25.8
74,01/05/2019,21:00:23,39.5,25.7
75,01/05/2019,21:15:24,39.5,25.7
76,01/05/2019,21:30:23,39.6,25.7
77,01/05/2019,21:45:22,39.7,25.7
78,01/05/2019,22:00:24,39.8,25.6
79,01/05/2019,22:15:23,39.8,25.6
80,01/05/2019,22:30:22,39.9,25.6
81,01/05/2019,22:45:24,40.0,25.6
82,01/05/2019,23:00:24,40.1,25.5
83,01/05/2019,23:15:21,40.2,25.5
84,01/05/2019,23:30:24,40.2,25.5
85,01/05/2019,23:45:21,40.2,25.5
86,02/05/2019,00:00:25,40.2,25.5
87,02/05/2019,00:15:24,40.3,25.4
88,02/05/2019,00:30:21,40.3,25.4
89,02/05/2019,00:45:24,40.4,25.4
90,02/05/2019,01:00:21,40.4,25.4
91,02/05/2019,01:15:24,40.4,25.4
92,02/05/2019,01:30:22,40.4,25.4
93,02/05/2019,01:45:24,40.4,25.4
94,02/05/2019,02:00:21,40.4,25.3
95,02/05/2019,02:15:23,40.4,25.3
96,02/05/2019,02:30:24,40.3,25.3
97,02/05/2019,02:45:23,40.1,25.3
98,02/05/2019,03:00:24,40.0,25.3
99,02/05/2019,03:15:24,39.9,25.2
100,02/05/2019,03:30:23,39.9,25.2
101,02/05/2019,03:45:23,39.9,25.2
102,02/05/2019,04:00:24,39.9,25.2
103,02/05/2019,04:15:24,40.0,25.2
104,02/05/2019,04:30:24,39.9,25.2
105,02/05/2019,04:45:24,39.8,25.2
106,02/05/2019,05:00:24,39.8,25.2
107,02/05/2019,05:15:23,39.7,25.1
108,02/05/2019,05:30:24,39.7,25.1
109,02/05/2019,05:45:23,39.6,25.1
110,02/05/2019,06:15:24,39.5,25.1
111,02/05/2019,06:30:22,39.5,25.1
112,02/05/2019,06:45:24,39.4,25.1
113,02/05/2019,07:00:22,39.4,25.1
114,02/05/2019,07:15:24,39.3,25.1
115,02/05/2019,07:30:22,39.5,24.9
116,02/05/2019,07:45:24,39.5,24.9
117,02/05/2019,08:00:21,39.5,24.9
118,02/05/2019,08:15:25,39.9,24.7
119,02/05/2019,08:30:21,40.8,24.7
120,02/05/2019,08:45:24,40.8,24.7
121,02/05/2019,09:00:22,40.9,24.8
122,02/05/2019,09:15:23,41.3,24.8
123,02/05/2019,09:30:24,41.2,24.9
124,02/05/2019,09:45:24,41.1,25.0
125,02/05/2019,10:00:23,41.2,25.0
126,02/05/2019,10:15:23,41.9,25.1
127,02/05/2019,10:30:24,40.9,25.1
128,02/05/2019,10:45:24,41.2,25.1
129,02/05/2019,11:00:25,41.1,25.0
130,02/05/2019,11:15:23,40.0,24.9
131,02/05/2019,11:30:24,40.0,24.9
132,02/05/2019,11:45:24,41.5,25.0
133,02/05/2019,12:00:22,42.1,25.1
134,02/05/2019,12:15:24,43.0,25.1
135,02/05/2019,12:30:23,42.9,25.0
136,02/05/2019,12:45:23,42.9,24.9
137,02/05/2019,13:00:23,40.6,24.7
138,02/05/2019,13:15:23,42.6,24.8
139,02/05/2019,13:30:23,45.0,24.9
140,02/05/2019,13:45:23,43.9,24.8
141,02/05/2019,14:00:22,42.3,24.8
142,02/05/2019,14:15:23,43.6,24.7
143,02/05/2019,14:30:23,43.7,25.2
144,02/05/2019,14:45:22,43.6,25.2
145,02/05/2019,15:00:23,42.8,25.4
146,02/05/2019,15:15:23,44.2,25.2
147,02/05/2019,15:45:23,46.7,25.1
148,02/05/2019,16:00:23,47.8,25.2
149,02/05/2019,16:15:22,47.5,25.2
150,02/05/2019,16:30:23,46.9,25.3
151,02/05/2019,16:45:23,47.1,25.3
152,02/05/2019,17:00:23,45.6,25.3
153,02/05/2019,17:15:23,43.7,25.1
154,02/05/2019,17:30:23,41.6,25.0
155,02/05/2019,17:45:22,42.0,24.8
156,02/05/2019,18:00:23,44.2,25.0
157,02/05/2019,18:15:23,43.6,25.1
158,02/05/2019,18:30:23,43.4,25.2
159,02/05/2019,18:45:22,43.6,25.2
160,02/05/2019,19:00:22,43.0,25.4
161,02/05/2019,19:15:23,43.1,25.4
162,02/05/2019,19:30:26,42.0,25.8
163,02/05/2019,19:45:23,42.7,25.8
164,02/05/2019,20:00:22,43.3,25.8
165,02/05/2019,20:15:23,42.6,25.7
166,02/05/2019,20:30:24,41.6,25.9
167,02/05/2019,20:45:22,41.8,25.7
168,02/05/2019,21:00:22,40.5,25.5
169,02/05/2019,21:15:23,41.1,25.4
170,02/05/2019,21:30:23,40.5,25.6
171,02/05/2019,21:45:22,40.1,25.6
172,02/05/2019,22:00:22,40.9,25.3
173,02/05/2019,22:15:22,40.6,25.2
174,02/05/2019,22:30:23,39.7,25.4
175,02/05/2019,22:45:23,39.2,25.4
176,02/05/2019,23:00:23,39.9,25.3
177,02/05/2019,23:15:22,39.6,25.2
178,02/05/2019,23:30:22,38.7,25.4
179,02/05/2019,23:45:23,38.7,25.4
180,03/05/2019,00:00:24,38.4,25.4
181,03/05/2019,00:15:23,39.1,25.4
182,03/05/2019,00:30:23,39.3,25.3
183,03/05/2019,00:45:22,39.4,25.3
184,03/05/2019,01:15:22,39.6,25.3
185,03/05/2019,01:30:22,39.6,25.3
186,03/05/2019,01:45:22,39.5,25.3
187,03/05/2019,02:00:25,39.5,25.3
188,03/05/2019,02:15:22,39.5,25.3
189,03/05/2019,02:30:23,39.5,25.3
190,03/05/2019,02:45:22,39.4,25.3
191,03/05/2019,03:00:23,39.4,25.3
192,03/05/2019,03:15:23,39.3,25.3
193,03/05/2019,03:30:22,39.2,25.3
194,03/05/2019,03:45:22,39.2,25.2
195,03/05/2019,04:00:23,39.1,25.2
196,03/05/2019,04:15:23,39.0,25.2
197,03/05/2019,04:30:22,39.0,25.2
198,03/05/2019,04:45:23,39.0,25.2
199,03/05/2019,05:00:22,39.0,25.2
200,03/05/2019,05:15:22,38.9,25.2
201,03/05/2019,05:30:23,38.9,25.2
202,03/05/2019,05:45:23,38.8,25.2
203,03/05/2019,06:00:25,38.8,25.2
204,03/05/2019,06:15:23,38.8,25.2
205,03/05/2019,06:30:22,38.7,25.2
206,03/05/2019,06:45:24,38.7,25.2
207,03/05/2019,07:00:24,38.7,25.2
208,03/05/2019,07:15:23,38.8,25.2
209,03/05/2019,07:30:23,38.8,25.2
210,03/05/2019,07:45:24,38.8,25.2
211,03/05/2019,23:15:23,41.5,25.1
212,03/05/2019,23:30:23,41.4,25.1
213,03/05/2019,23:45:24,41.5,25.1
214,04/05/2019,00:00:24,41.1,25.2
215,04/05/2019,00:15:24,40.9,25.3
216,04/05/2019,00:30:24,40.8,25.2
217,04/05/2019,00:45:23,40.7,25.2
218,04/05/2019,01:00:23,40.6,25.2
219,04/05/2019,01:15:24,40.5,25.2
220,04/05/2019,01:30:24,40.5,25.1
221,04/05/2019,02:30:24,40.1,25.0
222,04/05/2019,02:45:23,40.0,25.0
223,04/05/2019,03:00:23,40.0,25.0
224,04/05/2019,03:30:24,39.8,24.9
225,04/05/2019,03:45:25,39.7,24.9
226,04/05/2019,04:00:24,39.7,24.9
227,04/05/2019,04:45:23,39.4,24.8
228,04/05/2019,05:00:23,39.4,24.8
229,04/05/2019,05:15:24,39.1,24.7
230,04/05/2019,05:45:25,38.9,24.7
231,04/05/2019,06:00:23,38.6,24.7
232,04/05/2019,06:15:22,38.6,24.7
233,04/05/2019,06:30:23,38.5,24.6
234,04/05/2019,06:45:22,38.4,24.6
235,04/05/2019,07:00:22,38.4,24.6
236,04/05/2019,07:15:22,38.4,24.6
237,04/05/2019,07:30:22,38.4,24.5
238,04/05/2019,07:45:24,38.1,24.5
239,04/05/2019,08:00:23,37.9,24.5
240,04/05/2019,08:30:23,37.6,24.5
241,04/05/2019,08:45:22,37.5,24.5
242,04/05/2019,09:00:23,37.3,24.6
243,04/05/2019,09:15:22,37.2,24.6
244,04/05/2019,09:30:24,37.0,24.6
245,04/05/2019,09:45:23,36.8,24.6
246,04/05/2019,10:00:23,36.7,24.7
247,04/05/2019,10:15:23,36.6,24.7
248,04/05/2019,10:30:25,36.5,24.7
249,04/05/2019,10:45:23,36.6,24.7
250,04/05/2019,11:00:22,36.6,24.8
251,04/05/2019,11:15:23,36.6,24.8
252,04/05/2019,11:45:23,36.6,24.9
253,04/05/2019,12:15:23,36.4,24.9
254,04/05/2019,12:30:22,36.0,25.0
255,04/05/2019,12:45:23,36.1,25.0
256,04/05/2019,13:00:22,36.2,25.0
257,04/05/2019,13:15:23,36.1,25.0
258,04/05/2019,13:30:23,36.0,25.1
259,04/05/2019,14:00:23,35.8,25.1
260,04/05/2019,14:30:25,35.7,25.1
261,04/05/2019,14:45:22,35.9,25.1
262,04/05/2019,15:15:23,36.1,25.1
263,04/05/2019,15:30:23,36.2,25.1
264,04/05/2019,15:45:22,36.3,25.1
265,04/05/2019,16:00:25,36.3,25.1
266,04/05/2019,16:15:23,36.4,25.1
267,04/05/2019,16:30:22,36.3,25.1
268,04/05/2019,16:45:23,36.2,25.1
269,04/05/2019,17:00:22,36.0,25.1
270,04/05/2019,17:15:22,35.8,25.1
271,04/05/2019,17:30:23,35.9,25.1
272,04/05/2019,17:45:24,36.0,25.1
273,04/05/2019,18:00:23,36.1,25.1
274,04/05/2019,18:15:23,36.0,25.2
275,04/05/2019,18:30:22,35.7,25.2
276,04/05/2019,18:45:22,36.0,25.2
277,04/05/2019,19:00:23,36.3,25.3
278,04/05/2019,19:15:22,36.4,25.4
279,04/05/2019,19:30:23,36.5,25.5
280,04/05/2019,19:45:25,36.6,25.5
281,04/05/2019,20:00:23,36.7,25.4
282,04/05/2019,20:15:23,36.7,25.4
283,04/05/2019,20:30:22,36.8,25.3
284,04/05/2019,20:45:25,37.0,25.3
285,04/05/2019,21:00:23,37.0,25.2
286,04/05/2019,21:15:22,37.0,25.2
287,04/05/2019,21:30:22,37.0,25.2
288,04/05/2019,21:45:22,37.0,25.1
289,04/05/2019,22:00:23,37.0,25.1
290,04/05/2019,22:15:23,37.0,25.1
291,04/05/2019,22:30:22,37.1,25.0
292,04/05/2019,22:45:23,37.1,25.0
293,04/05/2019,23:00:23,37.1,25.0
294,04/05/2019,23:15:23,37.2,25.0
295,04/05/2019,23:30:25,37.4,25.0
296,04/05/2019,23:45:28,37.5,24.9
297,05/05/2019,00:00:23,37.7,24.9
298,05/05/2019,00:15:22,37.9,24.9
