,2019-07-24 07:00:00,2019-07-24 07:15:00,2019-07-24 07:30:00,2019-07-24 07:45:00,2019-07-24 08:00:00,2019-07-24 08:15:00,2019-07-24 08:30:00,2019-07-24 08:45:00,2019-07-24 09:00:00,2019-07-24 09:15:00,2019-07-24 09:30:00,2019-07-24 09:45:00,2019-07-24 10:00:00,2019-07-24 10:15:00,2019-07-24 10:30:00,2019-07-24 10:45:00,2019-07-24 11:00:00,2019-07-24 11:15:00,2019-07-24 11:30:00,2019-07-24 11:45:00,2019-07-24 12:00:00,2019-07-24 12:15:00,2019-07-24 12:30:00,2019-07-24 12:45:00,2019-07-24 13:00:00,2019-07-24 13:15:00,2019-07-24 13:30:00,2019-07-24 13:45:00,2019-07-24 14:00:00,2019-07-24 14:15:00,2019-07-24 14:30:00,2019-07-24 14:45:00,2019-07-24 15:00:00,2019-07-24 15:15:00,2019-07-24 15:30:00,2019-07-24 15:45:00,2019-07-24 16:00:00,2019-07-24 16:15:00,2019-07-24 16:30:00,2019-07-24 16:45:00,2019-07-24 17:00:00,2019-07-24 17:30:00,2019-07-24 17:45:00,2019-07-24 18:00:00,2019-07-24 19:30:00,2019-07-24 19:45:00,2019-07-24 20:00:00,2019-07-24 20:15:00,2019-07-24 20:30:00,2019-07-24 20:45:00,2019-07-24 21:00:00
0,28.69999885559082,28.69999885559082,28.5,27.89999771118164,27.199996948242188,26.29999542236328,26.29999542236328,26.499998092651367,26.39999771118164,26.19999885559082,26.39999771118164,26.099998474121094,26.099998474121094,26.099998474121094,26.0,26.0,26.0,26.0,26.099998474121094,26.0,26.19999885559082,26.099998474121094,26.0,26.29999542236328,26.19999885559082,26.29999542236328,26.099998474121094,26.29999542236328,26.099998474121094,26.099998474121094,26.0,26.099998474121094,26.099998474121094,26.499998092651367,26.999998092651367,27.099998474121094,26.599998474121094,26.29999542236328,26.29999542236328,26.19999885559082,26.29999542236328,27.199996948242188,27.499998092651367,27.199996948242188,28.19999885559082,27.700000762939453,27.199996948242188,26.89999771118164,26.89999771118164,26.69999885559082,26.69999885559082
1,,,,,27.18992805480957,26.349634170532227,26.371265411376953,26.578407287597656,26.481849670410156,26.296894073486328,26.505563735961914,26.251970291137695,26.2791690826416,26.300798416137695,26.248353958129883,26.2802677154541,26.28133201599121,26.283414840698242,26.360210418701172,26.29884147644043,26.47597885131836,26.35343360900879,26.230892181396484,26.5059871673584,26.44610595703125,26.532291412353516,26.315805435180664,26.516653060913086,26.349334716796875,26.334333419799805,26.245256423950195,26.370201110839844,26.34878158569336,26.698551177978516,27.200889587402344,27.301355361938477,26.816314697265625,26.534626007080078,26.538959503173828,26.414146423339844,26.51779556274414,27.33901023864746,,27.328767776489258,,,27.267736434936523,26.998674392700195,26.969987869262695,26.76607894897461,26.75426483154297
2,,,,,27.197587966918945,26.418561935424805,26.455747604370117,26.651844024658203,26.56545066833496,26.407323837280273,26.638404846191406,26.42397117614746,26.47151756286621,26.534963607788086,26.51690673828125,26.548377990722656,26.551475524902344,26.534975051879883,26.642061233520508,26.570158004760742,26.711679458618164,26.567655563354492,26.440143585205078,26.737661361694336,26.671510696411133,26.72770881652832,26.53171730041504,26.746335983276367,26.571908950805664,26.563819885253906,26.50860595703125,26.606239318847656,26.554468154907227,26.91366195678711,27.39748764038086,27.484588623046875,27.02659034729004,26.762523651123047,26.737117767333984,26.626562118530273,26.709938049316406,27.46870231628418,,27.444324493408203,,,27.34906578063965,27.064010620117188,27.023332595825195,26.817228317260742,26.799724578857422
3,,,,,27.226518630981445,26.500812530517578,26.534969329833984,26.727426528930664,26.663211822509766,26.5447998046875,26.792177200317383,26.60948944091797,26.697629928588867,26.789997100830078,26.773855209350586,26.805925369262695,26.79039192199707,26.808582305908203,26.897188186645508,26.801416397094727,26.90900230407715,26.76102066040039,26.674922943115234,26.949312210083008,26.860361099243164,26.924192428588867,26.760690689086914,26.950183868408203,26.79018783569336,26.812143325805664,26.738115310668945,26.799781799316406,26.77637481689453,27.123809814453125,27.57618522644043,,27.231281280517578,26.950136184692383,26.93429946899414,26.813575744628906,26.872066497802734,,,,,,27.39787483215332,27.1129207611084,27.062347412109375,26.859718322753906,26.837472915649414
4,,,,,27.270658493041992,26.577909469604492,26.616064071655273,26.817546844482422,26.788616180419922,26.702987670898438,26.9603271484375,26.82909393310547,26.944992065429688,27.03406524658203,27.020767211914062,27.032838821411133,27.051950454711914,27.05585479736328,27.113021850585938,26.9945068359375,27.086267471313477,26.980663299560547,26.88953399658203,27.125057220458984,27.050586700439453,27.13465118408203,26.9638614654541,27.15062141418457,27.027833938598633,27.02733612060547,26.925437927246094,27.010116577148438,26.992998123168945,27.315418243408203,,,27.39678192138672,27.137269973754883,27.106796264648438,26.970815658569336,27.023784637451172,,,,,,27.43103790283203,27.1477108001709,27.09327507019043,26.894638061523438,26.866365432739258
5,,,,,27.31144142150879,26.656978607177734,26.71143913269043,26.935672760009766,26.935304641723633,26.87534523010254,27.163381576538086,27.070253372192383,27.181747436523438,27.26870346069336,27.237546920776367,27.282960891723633,27.287744522094727,27.264204025268555,27.291414260864258,27.16773796081543,27.290569305419922,27.18085289001465,27.068099975585938,27.302797317504883,27.255084991455078,27.32018280029297,27.163652420043945,27.371265411376953,27.232851028442383,27.20101547241211,27.129846572875977,27.215713500976562,27.190776824951172,27.502151489257812,,,27.562847137451172,27.30019187927246,27.250205993652344,27.117876052856445,27.160865783691406,,,,,,,27.174612045288086,27.117177963256836,26.920833587646484,26.88681983947754
6,,,,,27.355911254882812,26.750423431396484,26.834569931030273,27.075424194335938,27.096704483032227,27.082408905029297,27.38877296447754,27.301101684570312,27.4094181060791,27.47378921508789,27.47801399230957,27.507856369018555,27.48515510559082,27.43546485900879,27.450639724731445,27.368196487426758,27.476139068603516,27.34567642211914,27.24852752685547,27.495397567749023,27.4349365234375,27.50316619873047,27.383682250976562,27.560083389282227,27.39683723449707,27.392423629760742,27.329795837402344,27.402986526489258,27.383390426635742,,,,,27.434478759765625,27.38408851623535,27.250518798828125,27.28434181213379,,,,,,,27.194677352905273,27.132877349853516,26.938718795776367,26.896875381469727
7,,,,,27.4163875579834,26.871715545654297,26.979089736938477,27.230215072631836,27.29332733154297,27.311620712280273,27.604597091674805,27.523143768310547,27.607866287231445,,,,,,,27.550106048583984,,27.513010025024414,27.443687438964844,,,,27.571914672851562,,27.579010009765625,27.579988479614258,27.511686325073242,27.585590362548828,27.571250915527344,,,,,,27.504175186157227,27.369766235351562,27.403606414794922,,,,,,,27.20672035217285,27.14076042175293,26.946327209472656,26.9017391204834
8,,,,,27.50626564025879,27.014484405517578,27.138423919677734,27.42053985595703,27.512590408325195,27.531084060668945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.485002517700195,27.5089168548584,,,,,,,27.21112060546875,27.138837814331055,26.9488582611084,26.911090850830078
9,,,,,,27.172149658203125,27.333078384399414,27.63380241394043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.20587921142578,27.13228988647461,26.95598793029785,26.915285110473633
